1.07784	-7.35E-010
1.08089	-0.026497064
1.08395	-0.0720520934
1.087	-0.1268084598
1.09005	-0.1870193987
1.0931	-0.2502675417
1.09615	-0.3148315826
1.09921	-0.3796077497
1.10226	-0.4431216572
1.10531	-0.5047237369
1.10836	-0.5636886297
1.11142	-0.6195714607
1.11447	-0.6714650726
1.11752	-0.7190818497
1.12057	-0.7619979309
1.12362	-0.7998319845
1.12668	-0.8323346998
1.12973	-0.858975607
1.13278	-0.879577052
1.13583	-0.8938662082
1.13888	-0.901586978
1.14194	-0.9024886258
1.14499	-0.8963337224
1.14804	-0.8829147799
1.15109	-0.8620173073
1.15414	-0.8334323406
1.1572	-0.7968221014
1.16025	-0.7522229327
1.1633	-0.6993271631
1.16635	-0.6379338307
1.16941	-0.5675966489
1.17246	-0.4885708229
1.17551	-0.4004339242
1.17856	-0.3029751159
1.18161	-0.1959787994
1.18467	-0.0788246879
1.18772	0.0479496964
1.19077	0.1849457916
1.19382	0.3324061382
1.19687	0.4905817934
1.19993	0.6603059159
1.20298	0.8407399432
1.20603	1.0327007597
1.20908	1.2364796113
1.21213	1.4523791102
1.21519	1.6814831219
1.21824	1.9226217644
1.22129	2.1768623683
1.22434	2.4445569146
1.2274	2.7270165072
1.23045	3.0227741293
1.2335	3.3331212258
1.23655	3.6584620679
1.2396	3.9992137692
1.24266	4.3570016511
1.24571	4.7299301413
1.24876	5.1195954208
1.25181	5.5264612613
1.25486	5.9510010647
1.25792	6.3951785128
1.26097	6.856580636
1.26402	7.3371230669
1.26707	7.8373032105
1.27012	8.3576194978
1.27318	8.9003768699
1.27623	9.4625215718
1.27928	10.0462777124
1.28233	10.652118253
1.28538	11.280500534
1.28844	11.9340356351
1.29149	12.6088653302
1.29454	13.3074691152
1.29759	14.0301924891
1.30065	14.7798287563
1.3037	15.5517332905
1.30675	16.348514172
1.3098	17.1703070699
1.31285	18.0171775305
1.31591	18.8920135081
1.31896	19.7889997446
1.32201	20.710764575
1.32506	21.6570191288
1.32811	22.6273685986
1.33117	23.6246031832
1.33422	24.6415791705
1.33727	25.6807713651
1.34032	26.7413094602
1.34337	27.8221968823
1.34643	28.9259477946
1.34948	30.0440964578
1.35253	31.1788488192
1.35558	32.3287180579
1.35864	33.49594259
1.36169	34.6711917162
1.36474	35.8564715305
1.36779	37.0499175817
1.37084	38.2496020419
1.3739	39.4575011178
1.37695	40.6637066164
1.38	41.8701370402
1.38	39.6506029754
1.37695	38.4155475926
1.3739	37.1843100847
1.37084	35.9550291688
1.36779	34.7378415644
1.36474	33.5307503977
1.36169	32.3357056171
1.35864	31.1545611423
1.35558	29.9852683658
1.35253	28.8370996777
1.34948	27.7077046593
1.34643	26.5984465046
1.34337	25.5070196587
1.34032	24.4416451237
1.33727	23.3996646087
1.33422	22.3818838619
1.33117	21.3889736624
1.32811	20.4183447474
1.32506	19.4767583348
1.32201	18.5612989823
1.31896	17.6721552517
1.31591	16.8094138132
1.31285	15.9703689757
1.3098	15.1604122723
1.30675	14.376589506
1.3037	13.6186633134
1.30065	12.8863359912
1.29759	12.1769800293
1.29454	11.4948349838
1.29149	10.8371074007
1.28844	10.2033312367
1.28538	9.5910514584
1.28233	9.0037559338
1.27928	8.4388774656
1.27623	7.8958769499
1.27318	7.3742083322
1.27012	6.8717135508
1.26707	6.3911258638
1.26402	5.9302225356
1.26097	5.4884618786
1.25792	5.0653094615
1.25486	4.658940994
1.25181	4.2714963134
1.24876	3.9011151813
1.24571	3.5473076122
1.24266	3.2095973355
1.2396	2.8864916634
1.23655	2.5796540802
1.2335	2.2875713441
1.23045	2.0098267764
1.2274	1.7460190248
1.22434	1.4949633622
1.22129	1.2579287027
1.21824	1.0337165232
1.21519	0.8219852887
1.21213	0.6217729032
1.20908	0.4340734268
1.20603	0.2579123845
1.20298	0.0930019874
1.19993	-0.0609334963
1.19687	-0.204610628
1.19382	-0.3373445658
1.19077	-0.4598657173
1.18772	-0.5724082191
1.18467	-0.6751976482
1.18161	-0.7687421191
1.17856	-0.8526416686
1.17551	-0.9274222835
1.17246	-0.9932835491
1.16941	-1.0504207953
1.16635	-1.0991716067
1.1633	-1.1394076529
1.16025	-1.1714907314
1.1572	-1.1956094021
1.15414	-1.211994412
1.15109	-1.2207314219
1.14804	-1.222082752
1.14499	-1.2162499797
1.14194	-1.2034418237
1.13888	-1.183801012
1.13583	-1.1576854494
1.13278	-1.1252843844
1.12973	-1.0868566027
1.12668	-1.0426803984
1.12362	-0.9928860338
1.12057	-0.9381292399
1.11752	-0.8786186776
1.11447	-0.8147568558
1.11142	-0.7469945022
1.10836	-0.6756029468
1.10531	-0.6016328253
1.10226	-0.525529989
1.09921	-0.4480853327
1.09615	-0.3699889523
1.0931	-0.2929092469
1.09005	-0.2180463262
1.087	-0.147315813
1.08395	-0.0834225277
1.08089	-0.0305811923
1.07784	-8.46226777893327E-010 
