0.1,937.984,0,-20.0143,2e-12,0,2e-14,1.88972e-09,3.37934e-12,1.75353e-10
0.1,937.988,0,-20.0409,2.19296e-12,0,2.19296e-14,2.071e-09,3.3887e-12,1.78605e-10
0.1,937.997,0,-20.0675,2.40453e-12,0,2.40453e-14,2.26977e-09,3.40921e-12,1.82152e-10
0.1,938.007,0,-20.0941,2.63651e-12,0,2.63651e-14,2.48771e-09,3.43171e-12,1.86021e-10
0.1,938.016,0,-20.1207,2.89088e-12,0,2.89088e-14,2.72668e-09,3.45638e-12,1.9024e-10
0.1,938.025,0,-20.1473,3.16979e-12,0,3.16979e-14,2.9887e-09,3.48343e-12,1.94841e-10
0.1,938.034,0,-20.174,3.4756e-12,0,3.4756e-14,3.276e-09,3.51308e-12,1.99858e-10
0.1,938.043,0,-20.2006,3.81092e-12,0,3.81092e-14,3.59103e-09,3.5456e-12,2.0533e-10
0.1,938.053,0,-20.2272,4.17859e-12,0,4.17859e-14,3.93644e-09,3.58126e-12,2.11297e-10
0.1,938.062,0,-20.2539,4.58174e-12,0,4.58174e-14,4.31518e-09,3.62035e-12,2.17803e-10
0.1,938.071,0,-20.2805,5.02377e-12,0,5.02377e-14,4.73046e-09,3.66322e-12,2.24897e-10
0.1,938.08,0,-20.3072,5.50846e-12,0,5.50846e-14,5.18581e-09,3.71022e-12,2.32632e-10
0.1,938.089,0,-20.3338,6.0399e-12,0,6.0399e-14,5.68509e-09,3.76175e-12,2.41066e-10
0.1,938.099,0,-20.3605,6.62262e-12,0,6.62262e-14,6.23253e-09,3.81826e-12,2.50262e-10
0.1,938.108,0,-20.3872,7.26156e-12,0,7.26156e-14,6.8328e-09,3.88021e-12,2.60287e-10
0.1,938.117,0,-20.4139,7.96214e-12,0,7.96214e-14,7.49097e-09,3.94815e-12,2.71216e-10
0.1,938.126,0,-20.4407,8.73032e-12,0,8.73032e-14,8.21265e-09,4.02263e-12,2.83131e-10
0.1,938.136,0,-20.4674,9.5726e-12,0,9.5726e-14,9.00395e-09,4.1043e-12,2.9612e-10
0.1,938.145,0,-20.4942,1.04961e-11,0,1.04961e-13,9.87159e-09,4.19384e-12,3.10279e-10
0.1,938.154,0,-20.521,1.15088e-11,0,1.15088e-13,1.08229e-08,4.29202e-12,3.25713e-10
0.1,938.163,0,-20.5478,1.26191e-11,0,1.26191e-13,1.18661e-08,4.39967e-12,3.42536e-10
0.1,938.172,0,-20.5747,1.38366e-11,0,1.38366e-13,1.30099e-08,4.5177e-12,3.60873e-10
